Pappu ne lalipop de diya rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
fire fire fire smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic
sari hoor a gayi .. sab miya khalifa. squinting_face_with_tongue camel eggplant,sarcastic
nountain dew der ki maki chut,sarcastic
Gravity gai ma chudane rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Mountain dew dar ka ma ke chut face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
uddhava thaakare nee sagalyaata mothee chooka hee ghaana pakshaata gheoona budhavaara petha,sarcastic
"sudhanshi ji ko chodo uss madarchod german shepherd ko bas mere sath 20 minute mere sath bithake live stream kardo , sari chutiyapanti bahar a jayegi thumbs_up",sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy फटाफट फटाफट अब च** मरवा लो,sarcastic
Kuch nah krke bhi dekho darr ke aage jeet hain face_with_tears_of_joy,non-sarcastic
Mountien dew cross_mark dar ki maa ki choot check_mark_button face_with_tears_of_joy,sarcastic
diwali shopping wahan se karo jahan kisi gareeb ki diwali achi hojaye #diwali #deepavali,sarcastic
Tere L lagye he chutiye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
rishta bi kharab kar re bhai ka enraged_face,non-sarcastic
bc glti neri thi jo maine puri video dekhi,non-sarcastic
ne nuslim hu lekin ye post kana galat bat he kisi bhi dharam ke bareme galat post na karna chaiye ye bat se me sahamat hu,non-sarcastic
kiti nalayk bai ahe kide padun marshil ha ek aicha shrapy tula. aaani kharokhar mee khari asen tar maza shrap lagnar tula,sarcastic
scooter wale ki bhi to galti ho sakti hai,non-sarcastic
"Allah k vande , aur dallah se bheekh face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic
Dar ki maki chut cross_mark dar ki maki vhola chehra check_mark_button face_with_tears_of_joy,non-sarcastic
kabhee miliyo mat tu ge n to lanbaa kara denge,non-sarcastic
10 randa melyvar hi paida zali …button,non-sarcastic
German fams nhindikh rhe face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"Aien , India mein to dictatorship thi Modi ki upside-down_face upside-down_face upside-down_face upside-down_face ye sab kaise ho raha hai fir upside-down_face upside-down_face upside-down_face upside-down_face",sarcastic
Jali na teri bhi jali na face_with_tears_of_joy,non-sarcastic
5 star do nothing moai skull check_mark_button mountain dew dar ki ma ki c**** moai,non-sarcastic
le mutt diya tere fact par raising_hands,sarcastic
unhone pehle pic ni dkhi ti kya tmhari jo milne k bad hi ignore kia tmhe . . . ?,non_sarcastic
dekha ye 90 seet isliye yatra ke liye nhi paise k.liye ai hai,non-sarcastic
तेरी ओलद ही मिटा देंगे. ऑर तेरे साथ तेरे ओलद को भी तुम्हारी औकात दीखा देंगे face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Dhruv aapkapilla wont talk about thus,non-sarcastic
जय श्री राम folded_hands folded_hands bouquet bouquet triangular_flag triangular_flag,non-sarcastic
moai moai moai fire fire face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
पपी दिए है आप सभी को आपा face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
sir plz mere pas ye sab leke nt ajana maiyaa+chodd dunga,non-sarcastic
Aaizavadi sali kuthali enraged_face angry_face face_with_symbols_on_mouth,non-sarcastic
हा अपनी मां भी chh..d le enraged_face enraged_face face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
I can see pain on her face disappointed_face,non-sarcastic
𝕐𝕖 𝕤𝕒𝕒𝕓 𝕔𝕙𝕒𝕝 𝕙𝕒𝕚 𝕞𝕠𝕕𝕚 𝕜𝕚 𝕠𝕜 𝕝𝕙𝕚𝕜 𝕜𝕣 𝕣𝕒𝕜𝕙 𝕝𝕠 𝕠𝕜𝕒𝕪,non-sarcastic
aaare hi bai bhongli karu hana re,sarcastic
esa agr koi ldka kr de fir dekho mahila ayog falana ayog pta nhi kon kon piche pd jaega pensive_face pensive_face,non-sarcastic
Wow kya baat hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
कहा मर गए वो नीले कबूतर जो हमेशा कहते रहते है देश संविधान से ही चलेगा अब कहा गया तुम्हारा संविधान! चंद्रशेखर के पाले हुए नीले कबुतर face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"sorry, mujhe laga rat ke 11.30 baje hai.",non_sarcastic
nountain dew der ki ma ki c**d moai moai .,non-sarcastic
pagal hai kiya be yhe kiya bol raha hai tu,sarcastic
gavaara to gavaara hee hote hain jahaan bootee dikhee vaheen para dau.denge,sarcastic
pichle baar bhi yahi kaha gaya tha,sarcastic
kaayadyaalaa phaatyaavara maarataata sagale.. kaaya chaalalaya. crying_face,non-sarcastic
Agar main uncle ji ke jagah pe hota to is chutiye chhapri ki amma behan pe aa jaata face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jiske malik sirf bulla honge red_heart fire,non-sarcastic
thobade bai lakva maril tujhya tondala,sarcastic
|| jaya shree raama || triangular_flag triangular_flag,non-sarcastic
aabe tu chal aabe tu chal,non-sarcastic
Mulle nhi dikh rhe khi bhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Le Paisa congres party se khatakhat khatakhat face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Face reveal karo phele rolling_on_the_floor_laughing grinning_face_with_sweat,non-sarcastic
aab bhi time h bjp ko lao desh dharm bachao verna yahi hoga agai humare sath,non-sarcastic
When u take the value of g=0.98 instead of 9.8,non-sarcastic
gravity kaha gayi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
1 lakh rupiya cross_mark lod* lelo mera check_mark_button,sarcastic
jab sarkar nahin bani to paisa kahan se mil jaega kahan se dega rahul gandhi,sarcastic
main socha rahaa hu kaasha hamaare mohalle me hotaa,non-sarcastic
Indian flag hai enraged_face enraged_face enraged_face,non-sarcastic
bjp hi hata sakti h ab yeh waqf board jase 370 hataya please modi ji ap hi hamara nyay dila sakte ho,non-sarcastic
ayodhyaa vaale tuma hindoo ke naama para kalanka ho,sarcastic
Aaj Tak to sach mein BJP ke sath hai ohh frowning_face_with_open_mouth,non-sarcastic
gali de kr bhi bar bar gali dene wale button check_mark_button,sarcastic
Gopi bahu in corner loudly_crying_face loudly_crying_face,non-sarcastic
Jay Jay Shree Ram red_heart folded_hands,non-sarcastic
Abe chitiya 1 mahina to hone de be sabre face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
किती थोर विचारसरणी आहे. तोंड उघडताच कळते . face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"Soon or later they'll say, entire India belongs to Wat the fuq board.. Stop it!! Enough is enough",non-sarcastic
Chapplo ki kami hai didi ko face_with_tears_of_joy,sarcastic
